2025-07-02 13:56:36,950 p=2687 u=vagrant n=ansible | PLAY [Ansible Ad-Hoc] ********************************************************************************************
2025-07-02 14:10:40,842 p=2235 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 14:10:41,833 p=2235 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 14:10:41,855 p=2235 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 14:10:41,871 p=2235 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:10:44,234 p=2235 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 14:10:44,613 p=2235 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 14:10:44,620 p=2235 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:10:52,238 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:52,430 p=2235 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:10:52,439 p=2235 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 14:10:54,061 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:54,063 p=2235 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:10:54,071 p=2235 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 14:10:54,244 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:54,265 p=2235 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:10:54,273 p=2235 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 14:10:54,490 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:54,504 p=2235 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:10:54,513 p=2235 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:10:54,699 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:54,724 p=2235 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:10:54,733 p=2235 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 14:10:54,768 p=2235 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 14:10:55,117 p=2235 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:10:55,124 p=2235 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 14:10:55,139 p=2235 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 14:10:55,549 p=2235 u=vagrant n=ansible | ERROR! The requested handler 'Reload Consul' was not found in either the main handlers list nor in the listening handlers list
2025-07-02 14:21:02,481 p=3085 u=vagrant n=ansible | playbook: main.yml
2025-07-02 14:21:05,933 p=3093 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 14:21:05,967 p=3093 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 14:21:07,316 p=3093 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:07,848 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:07,955 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:07,960 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:07,973 p=3093 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 14:21:09,043 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:09,083 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:09,110 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:09,111 p=3093 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:09,120 p=3093 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 14:21:09,406 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:09,410 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:09,417 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:09,430 p=3093 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:09,438 p=3093 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 14:21:09,814 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:09,816 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:09,822 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:09,834 p=3093 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:09,851 p=3093 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 14:21:09,868 p=3093 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:21:10,617 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:10,624 p=3093 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:21:12,997 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:13,009 p=3093 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:21:13,172 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:13,181 p=3093 u=vagrant n=ansible | TASK [Configure Consul server] ***********************************************************************************
2025-07-02 14:21:13,552 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:13,559 p=3093 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 14:21:13,910 p=3093 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:13,919 p=3093 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 14:21:14,694 p=3093 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 14:21:14,709 p=3093 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 14:21:14,723 p=3093 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:21:15,323 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:15,347 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:15,358 p=3093 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:21:17,742 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:17,781 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:17,790 p=3093 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 14:21:19,147 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:19,169 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:19,178 p=3093 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 14:21:19,354 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:19,373 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:19,382 p=3093 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 14:21:19,593 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:19,608 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:19,616 p=3093 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:21:19,805 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:19,832 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:19,840 p=3093 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 14:21:19,870 p=3093 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 14:21:20,209 p=3093 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:20,216 p=3093 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 14:21:20,232 p=3093 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 14:21:20,605 p=3093 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:20,613 p=3093 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 14:21:21,121 p=3093 u=vagrant n=ansible | ERROR! The requested handler 'Restart Consul' was not found in either the main handlers list nor in the listening handlers list
2025-07-02 14:21:46,867 p=3432 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 14:21:46,893 p=3432 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 14:21:48,223 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:48,230 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:48,232 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:48,244 p=3432 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:48,251 p=3432 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 14:21:49,373 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:49,376 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:49,395 p=3432 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:49,562 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:49,570 p=3432 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 14:21:49,854 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:49,855 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:49,867 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:49,880 p=3432 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:49,888 p=3432 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 14:21:50,271 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:50,274 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:50,274 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:50,282 p=3432 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:21:50,298 p=3432 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 14:21:50,314 p=3432 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:21:51,019 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:51,027 p=3432 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:21:53,458 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:53,470 p=3432 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:21:53,634 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:53,641 p=3432 u=vagrant n=ansible | TASK [Configure Consul server] ***********************************************************************************
2025-07-02 14:21:53,994 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:54,001 p=3432 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 14:21:54,348 p=3432 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:21:54,355 p=3432 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 14:21:55,117 p=3432 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 14:21:55,131 p=3432 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 14:21:55,145 p=3432 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:21:55,727 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:55,736 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:55,743 p=3432 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:21:58,019 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:58,101 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:58,109 p=3432 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 14:21:59,287 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:59,296 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:59,304 p=3432 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 14:21:59,483 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:59,495 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:59,503 p=3432 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 14:21:59,733 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:59,736 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:59,744 p=3432 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:21:59,919 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:21:59,940 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:21:59,948 p=3432 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 14:21:59,981 p=3432 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 14:22:00,320 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:22:00,327 p=3432 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 14:22:00,351 p=3432 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 14:22:00,724 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:22:00,732 p=3432 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 14:22:01,133 p=3432 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:22:01,146 p=3432 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:22:01,155 p=3432 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 14:22:01,968 p=3432 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 14:22:02,006 p=3432 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 14:22:02,016 p=3432 u=vagrant n=ansible | TASK [Create Envoy service for hotels] ***************************************************************************
2025-07-02 14:22:02,048 p=3432 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 14:22:02,540 p=3432 u=vagrant n=ansible | ERROR! The requested handler 'Restart Envoy Hotels' was not found in either the main handlers list nor in the listening handlers list
2025-07-02 14:23:24,047 p=3838 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 14:23:24,071 p=3838 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 14:23:26,199 p=3838 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:23:26,956 p=3838 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:23:26,982 p=3838 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:23:27,006 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:27,017 p=3838 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 14:23:28,222 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:28,235 p=3838 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:23:28,245 p=3838 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:23:28,254 p=3838 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:23:28,264 p=3838 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 14:23:28,566 p=3838 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:23:28,567 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:28,570 p=3838 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:23:28,582 p=3838 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:23:28,591 p=3838 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 14:23:28,995 p=3838 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 14:23:28,999 p=3838 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 14:23:29,005 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:29,037 p=3838 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 14:23:29,052 p=3838 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 14:23:29,067 p=3838 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 14:23:29,778 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:29,787 p=3838 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 14:23:32,117 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 14:23:32,150 p=3838 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 14:23:32,309 p=3838 u=vagrant n=ansible | ok: [192.168.60.10]
